SIZE,FUEL,DISTANCE,DESIBEL,AIRFLOW,FREQUENCY,BOS,Operation_Code,STATUS
4,thinner,90,106,11.9,44,311.3,21244,0
3,thinner,150,86,5.2,4,258.3,21242,0
2,gasoline,130,108,0,75,321.4,21243,0
1,gasoline,50,100,2.8,66,272,22327,1
4,thinner,10,105,15.2,45,311.75,22273,1
3,kerosene,10,88,8.8,4,229.4,22940,1
4,gasoline,150,91,2.8,10,248.05,22652,0
3,thinner,40,101,3.2,66,291.55,22759,1
4,gasoline,70,107,13.2,40,289.85,21880,1
5,thinner,130,90,3.3,9,267.5,21738,0
1,kerosene,160,96,0,70,291.8,22077,0
6,lpg,30,87,9.2,4,236.85,85049E,0
3,kerosene,80,110,11.6,38,306.5,22961,1
1,thinner,110,104,7.3,23,279.2,21448,1
4,thinner,90,105,10,21,272.75,22837,1
4,kerosene,100,104,6.5,22,282.2,22749,1
5,kerosene,110,105,8.8,28,292.75,22940,0
5,thinner,30,85,,12,256.75,22749,1
1,gasoline,30,89,13.5,30,276.95,22077,1
4,thinner,120,105,7.8,35,301.75,21738,0
5,kerosene,190,87,2.5,6,242.85,85049E,0
4,gasoline,40,108,14.4,33,305.4,22243,1
2,thinner,70,92,10.6,16,240.6,22141,1
3,kerosene,140,94,5.7,25,272.7,22144,0
4,gasoline,150,89,3.1,7,252.95,22243,0
3,gasoline,160,91,2.2,10,270.05,22077,0
5,kerosene,160,102,4.2,38,270.1,21448,0
5,gasoline,40,107,15.2,42,299.85,22759,1
1,thinner,170,94,4.3,24,255.7,22242,1
2,thinner,100,104,7.4,24,280.2,85049E,1
7,lpg,160,105,3.7,42,282.75,21731,0
3,kerosene,20,92,13.2,21,253.6,22243,1
3,kerosene,40,107,14.4,34,305.85,21739,1
5,gasoline,70,95,11.2,23,255.25,21738,1
2,gasoline,10,93,15.4,52,287.15,22271,1
1,thinner,120,104,6.1,44,303.2,22273,1
5,kerosene,130,96,1.5,67,294.8,22274,0
3,thinner,110,107,8.9,35,307.85,22749,1
4,kerosene,130,99,5,42,272.45,22751,0
5,gasoline,30,106,0,75,280.3,21034,0
5,kerosene,140,96,4.6,44,287.8,22273,0
2,gasoline,120,96,1.5,67,268.8,22568,0
2,thinner,60,107,11,55,310.85,22141,1
2,thinner,160,93,5.3,33,286.15,22144,0
1,kerosene,90,90,8.2,12,279.5,22570,1
4,gasoline,90,105,12.8,30,299.75,22569,1
2,kerosene,80,107,8.2,52,289.85,21448,0
5,kerosene,50,94,6.4,55,281.7,22086,0
6,lpg,170,102,0,75,293.1,22569,0
5,kerosene,180,102,2.5,51,279.1,21448,0
4,thinner,160,94,6,30,273.7,22968,0
1,kerosene,150,105,4.3,36,295.75,22902,0
2,gasoline,160,95,4.4,35,267.25,21448,0
5,gasoline,160,94,1.9,55,252.7,22902,0
2,kerosene,150,96,4.2,44,259.8,21710,0
6,lpg,50,100,2.8,66,288,21708,0
6,lpg,140,92,6.4,26,264.6,21711,1
7,lpg,60,91,11,8,265.05,22179,1
5,gasoline,40,93,14.5,48,250.15,22197,1
1,kerosene,190,96,1,65,263.8,22900,0
1,thinner,180,104,0,66,301.2,21706,0
3,gasoline,60,103,4.4,65,284.65,22468,1
2,gasoline,10,90,11.8,6,251.5,20725,1
5,kerosene,120,91,4,8,258.05,85184C,0
2,gasoline,140,94,3.3,52,251.7,21708,0
7,lpg,120,103,5.7,24,264.65,22900,1
3,gasoline,30,78,4.5,2,244.9,21706,1
5,gasoline,50,104,4,65,275.2,22988,1
6,lpg,70,88,8.3,10,267.4,85184C,1
2,gasoline,10,88,8.8,4,273.4,20750,1
6,lpg,30,88,11.9,22,268.4,22139,1
3,thinner,150,92,4.5,34,272.6,22952,0
5,thinner,160,101,2.7,51,278.55,22910,0
2,kerosene,90,95,6.4,60,256.25,22739,0
2,gasoline,70,,8.1,4,249.85,22738,1
2,thinner,60,84,0,1,225.2,22736,0
1,kerosene,40,93,14.4,27,265.15,22909,1
5,kerosene,80,106,10.5,48,276.3,35591T,0
7,lpg,20,112,14.6,51,315.6,22186,1
1,gasoline,120,103,8.2,34,269.65,22695,1
7,lpg,150,91,2.8,10,275.05,22470,0
4,kerosene,190,80,1.5,3,211,22580,0
5,thinner,180,92,3.1,45,275.6,22469,0
5,kerosene,40,90,12.3,23,257.5,22147,1
3,gasoline,60,102,0,72,300.1,22130,0
6,lpg,30,108,14.2,34,280.4,21791,1
2,gasoline,50,107,13.3,26,319.85,22694,1
2,thinner,80,90,10.6,14,263.5,21790,1
1,thinner,20,105,13.5,30,311.75,22149,1
2,thinner,10,90,11.9,12,270.5,22900,1
2,gasoline,150,95,2,55,249.25,22961,0
1,gasoline,50,108,13.4,48,322.4,22321,1
7,lpg,190,91,1.6,10,281.05,22594,0
1,thinner,40,93,14.4,27,259.15,22593,1
5,gasoline,20,90,11.5,7,241.5,22595,1
6,lpg,150,91,2.3,9,237.05,21986,1
1,thinner,30,108,14.4,35,292.4,22750,1
4,thinner,20,92,12,9,280.6,22616,1
5,kerosene,70,104,10.9,21,284.2,22775,1
2,thinner,10,102,13.3,55,280.1,22899,1
1,gasoline,160,96,0,68,259.8,22367,0
7,lpg,70,89,9.3,9,273.95,22942,1
6,lpg,130,92,3.7,21,259.6,22941,1
1,thinner,120,96,2.2,65,265.8,22086,0
4,thinner,60,109,13.8,46,317.95,22940,1
4,thinner,140,95,3.4,50,243.25,21212,0
5,thinner,70,106,12.5,45,285.3,21976,1
1,thinner,40,91,11.3,9,275.05,22951,1
2,gasoline,150,103,4.2,38,302.65,21977,0
1,kerosene,130,86,4.9,6,232.3,22834,0
6,lpg,80,75,0,1,222.25,22867,0
4,kerosene,170,96,4.6,26,270.8,22865,0
5,kerosene,150,90,2.3,11,244.5,22632,0
3,thinner,40,88,12,19,236.4,21916,1
4,thinner,50,106,13.3,46,302.3,22587,1
5,kerosene,20,103,1,70,290.65,22566,0
3,gasoline,160,86,3.3,4,221.3,22565,0
5,gasoline,40,86,10,5,259.3,22472,1
3,thinner,10,95,15.2,50,244.25,22557,1
2,gasoline,80,106,12.3,36,311.3,22551,1
2,kerosene,110,79,3.1,2,228.45,22554,0
2,thinner,50,92,14.9,42,277.6,22534,1
4,kerosene,110,105,7.4,44,297.75,22531,0
2,gasoline,100,105,10,33,273.75,22529,1
5,kerosene,20,95,9,60,268.25,22530,1
5,thinner,100,104,10.3,36,307.2,84032B,0
1,gasoline,160,93,4.9,25,260.15,22837,1
3,gasoline,110,107,8.9,35,316.85,85049H,1
2,kerosene,190,90,2.9,22,255.5,22749,0
3,gasoline,110,108,4.2,52,310.4,22807,0
4,kerosene,190,100,2.7,36,257,21494,0
4,gasoline,70,106,7.5,55,317.3,21915,0
7,lpg,20,103,1,70,291.65,22938,0
4,kerosene,180,101,3.2,42,269.55,22768,0
2,kerosene,180,94,3.4,40,261.7,22767,0
3,kerosene,50,108,13.4,48,306.4,82494L,1
5,kerosene,60,107,13.6,28,289.85,21889,1
6,lpg,180,95,1.5,55,284.25,21892,0
2,gasoline,20,93,11.5,14,252.15,21891,1
2,gasoline,100,79,3,2,208.45,21890,1
5,kerosene,40,102,4.5,65,275.1,21718,0
5,gasoline,90,105,13.2,33,269.75,21716,1
2,gasoline,140,86,5.4,17,246.3,21715,1
3,kerosene,180,83,1.6,3,221.65,22113,0
3,gasoline,100,103,2.1,66,262.65,22111,0
4,thinner,40,96,0,72,267.8,22110,0
2,thinner,180,93,3.6,34,264.15,22358,0
1,kerosene,70,87,8.1,4,269.85,22357,1
5,kerosene,120,85,4.2,4,252.75,22115,0
5,gasoline,190,102,2.6,46,270.1,22969,0
4,gasoline,190,91,1.6,7,250.05,22619,0
6,lpg,70,92,11.2,19,261.6,21481,1
3,kerosene,160,91,3.9,19,252.05,22632,0
2,thinner,60,92,10.9,16,256.6,22837,1
6,lpg,20,100,9.6,5,269,21479,1
2,kerosene,190,86,2.2,5,248.3,21485,0
5,gasoline,10,111,15.2,47,301.05,84029E,1
5,thinner,150,92,4.9,16,263.6,22111,0
7,lpg,160,95,2.5,60,253.25,22113,0
2,kerosene,100,79,3,2,201.45,22837,0
4,thinner,120,95,3.3,60,242.25,22585,0
3,thinner,30,87,11,6,225.85,79321,1
5,gasoline,130,91,6.8,14,246.05,22637,1
2,thinner,50,84,5.8,3,219.2,21556,1
1,thinner,80,-10,9.3,8,250.5,22646,1
5,thinner,100,105,10,34,280.75,22644,0
3,thinner,50,106,14.2,30,290.3,22645,1
3,kerosene,190,92,2.7,17,251.6,22650,0
2,gasoline,30,75,0,1,225.25,22508,0
2,thinner,70,103,1.9,67,286.65,21411,0
4,gasoline,60,102,0,70,266.1,22511,0
3,gasoline,40,93,13.5,50,248.15,22451,1
4,thinner,120,103,8.5,33,308.65,22449,0
2,gasoline,170,92,3.6,19,234.6,22768,0
6,lpg,190,95,2.2,33,279.25,22829,0
4,gasoline,70,90,10.2,7,246.5,22961,1
3,kerosene,170,101,3.4,38,279.55,21154,0
3,thinner,170,93,3.6,18,284.15,22189,0
2,gasoline,110,79,3.1,2,241.45,17021,1
1,gasoline,90,104,10.2,23,277.2,22059,1
1,thinner,100,105,2.5,65,268.75,22188,0
1,kerosene,30,110,14.8,36,285.5,84678,1
4,kerosene,40,96,1.3,67,279.8,85172,0
7,lpg,160,90,3.2,21,233.5,22142,0
6,lpg,100,103,10.3,30,301.65,22144,1
6,lpg,80,106,10.5,48,282.3,21591,1
3,thinner,20,78,3.7,2,211.9,22480,0
1,gasoline,90,106,11.9,44,275.3,22294,1
6,lpg,10,109,15.2,21,284.95,21156,1
4,kerosene,90,104,10.2,23,288.2,10133,1
4,gasoline,10,96,0,72,260.8,72800E,0
2,thinner,100,89,7,18,258.95,22294,1
5,thinner,140,105,4,42,286.75,84836,0
2,thinner,80,110,11.6,38,316.5,20774,1
3,gasoline,170,97,0,44,268.35,20773,0
3,thinner,120,78,1.4,2,238.9,20777,0
7,lpg,60,102,3.7,66,260.1,16016,0
4,thinner,80,104,10,20,301.2,16014,1
7,lpg,130,96,6.1,25,278.8,21890,1
4,gasoline,160,84,3.1,3,261.2,21891,0
3,gasoline,150,93,4.8,35,263.15,22619,0
2,gasoline,160,96,1,66,267.8,22620,0
2,kerosene,20,90,13.2,18,249.5,84347,1
5,thinner,80,104,10.4,24,277.2,85169B,1
2,thinner,150,89,4.4,13,275.95,21156,1
3,kerosene,150,102,3.7,48,274.1,21651,0
3,kerosene,180,101,3.2,42,295.55,21651,0
6,lpg,40,90,12.3,23,246.5,84625C,1
1,thinner,120,95,3.6,55,242.25,22618,0
3,gasoline,60,108,14.5,35,321.4,21586,1
6,lpg,40,101,3.2,66,294.55,21587,0
3,thinner,120,103,8.2,34,272.65,22152,0
7,lpg,190,96,0,68,288.8,85172,0
2,gasoline,160,97,0,72,264.35,84754,0
1,thinner,60,107,12.3,22,301.85,22670,1
7,lpg,130,89,5.3,18,247.95,21586,1
3,thinner,10,111,15.5,38,319.05,84992,1
4,gasoline,30,89,11.3,7,254.95,84879,1
3,gasoline,110,95,5,50,251.25,84849B,0
4,thinner,130,88,5.3,7,250.4,22927,0
4,gasoline,190,94,3.1,24,275.7,22926,0
1,gasoline,50,90,11.3,7,279.5,22925,1
5,thinner,50,90,10.3,10,238.5,21977,1
4,kerosene,70,96,0,75,253.8,21485,0
7,lpg,170,91,2,10,281.05,21484,0
5,thinner,170,94,4.2,25,247.7,21259,0
5,gasoline,190,95,2.2,33,290.25,21257,0
4,kerosene,10,109,7.8,66,311.95,21121,0
1,gasoline,120,102,5.8,46,263.1,82552,0
5,kerosene,90,106,12.5,35,298.3,90200B,0
1,kerosene,100,104,7.4,24,311.2,90059B,1
7,lpg,130,92,5,12,253.6,90185C,1
1,gasoline,60,88,11,14,245.4,90059E,1
2,kerosene,160,91,2.1,9,257.05,90059C,0
4,thinner,160,94,2.7,52,284.7,90200C,0
3,kerosene,50,106,12.5,22,314.3,90200D,1
2,thinner,130,80,2.3,2,241,90200A,0
3,thinner,110,-10,8.5,34,309.3,22386,1
5,thinner,130,96,1.5,67,280.8,85099B,0
1,kerosene,20,90,14.1,32,235.5,84879,1
1,gasoline,50,107,13.3,26,282.85,22086,1
4,gasoline,30,87,9.2,4,258.85,22737,0
4,thinner,180,94,2.5,47,260.7,21260,0
5,thinner,80,89,8.5,9,232.95,22744,1
3,gasoline,40,87,11.2,6,228.85,21985,1
1,kerosene,70,90,9.5,8,261.5,21980,1
2,kerosene,110,101,6.5,19,301.55,22988,1
2,kerosene,120,89,4,11,237.95,22297,1
2,thinner,180,93,4,33,253.15,22294,0
7,lpg,120,105,7.9,32,293.75,22295,0
5,kerosene,110,83,3.7,3,231.65,22813,0
1,thinner,40,107,15.2,42,290.85,22812,1
1,kerosene,60,92,10.9,16,267.6,22197,1
1,gasoline,160,86,3.3,4,226.3,21977,0
2,kerosene,110,91,6.1,12,278.05,22619,1
1,gasoline,190,86,2.2,5,219.3,16258A,0
4,gasoline,20,107,1.1,68,286.85,21992,0
3,thinner,40,91,10.4,15,268.05,22910,1
4,thinner,140,91,5.2,24,251.05,21124,0
3,thinner,180,92,3.1,45,240.6,22735,0
3,thinner,190,92,2.3,18,238.6,22952,0
5,gasoline,180,103,2.5,52,287.65,22945,0
2,gasoline,130,92,4.4,16,277.6,21816,1
5,thinner,10,105,15.2,45,309.75,21815,1
1,kerosene,,92,12.3,16,283.6,21814,1
4,thinner,20,89,12.8,17,272.95,10125,1
2,gasoline,30,97,11.8,9,293.35,22810,1
5,kerosene,150,89,3.1,7,270.95,22573,0
2,thinner,150,86,4.5,17,240.3,22577,1
6,lpg,190,96,1,65,282.8,22603,0
3,thinner,190,86,2.2,5,247.3,22809,0
5,kerosene,10,108,15.4,22,318.4,20878,1
1,kerosene,180,88,3.3,6,258.4,20866,0
1,kerosene,160,87,4,17,258.85,85095,1
2,thinner,110,79,3.1,2,211.45,22333,0
6,lpg,180,85,1.6,4,242.75,22557,0
5,gasoline,100,102,4.9,51,296.1,21584,0
3,kerosene,140,96,0,70,245.8,22866,0
1,kerosene,60,105,12.5,50,286.75,22731,1
3,kerosene,130,95,3.4,60,266.25,22866,0
5,gasoline,130,105,5.6,35,277.75,22866,0
4,gasoline,80,106,12,27,318.3,22558,1
3,gasoline,170,97,0,72,270.35,22956,0
2,thinner,20,106,13.2,20,313.3,22945,1
3,thinner,10,109,15.2,21,317.95,22582,1
4,thinner,130,104,5.8,34,307.2,21212,0
2,gasoline,30,110,15.2,38,302.5,21212,1
3,gasoline,190,93,,12,250.15,22585,0
2,thinner,100,106,5.4,52,320.3,21121,0
5,kerosene,160,94,3.6,46,282.7,21122,0
5,gasoline,30,87,9.2,4,228.85,22759,1
6,lpg,60,87,10.2,6,263.85,21815,1
4,gasoline,80,104,11,19,265.2,85231B,1
5,gasoline,60,107,14.8,42,285.85,85231G,1
1,gasoline,180,91,2.1,8,232.05,22082,0
7,lpg,150,95,2.8,51,279.25,22500,0
4,gasoline,140,96,0,70,264.8,22742,0
2,thinner,120,96,0,70,249.8,21329,0
5,thinner,100,106,0,70,301.3,21328,0
6,lpg,110,102,4.8,51,310.1,21327,0
5,gasoline,60,102,0,72,310.1,21992,0
1,gasoline,130,105,3.7,52,308.75,21738,0
3,gasoline,70,106,7.2,60,311.3,48173C,0
2,thinner,130,96,4.2,22,258.8,85099C,1
4,gasoline,20,103,12,55,301.65,22960,1
1,kerosene,110,103,7.5,22,272.65,85231G,1
4,thinner,40,96,1.3,67,271.8,85231B,1
2,thinner,60,87,10.2,6,267.85,22866,1
2,kerosene,160,94,3.6,46,273.7,72818,0
1,kerosene,80,105,2.8,65,276.75,21814,0
4,kerosene,90,110,12.2,38,281.5,22441,1
4,gasoline,70,106,11.6,25,286.3,22312,1
1,thinner,180,80,1.4,2,221,22197,0
3,thinner,130,103,5.6,40,306.65,22663,0
2,thinner,170,96,0,67,276.8,22960,0
2,kerosene,140,90,2.9,8,278.5,22961,0
6,lpg,170,94,3.7,30,244.7,21314,0
3,thinner,110,92,8.5,15,283.6,84029E,1
2,gasoline,150,90,3.7,21,272.5,21137,1
2,kerosene,180,92,3.2,23,257.6,22041,0
3,thinner,100,88,7,5,267.4,20979,0
3,kerosene,160,101,2.7,51,303.55,20977,0
7,lpg,80,105,11.3,26,304.75,22619,1
5,kerosene,80,89,10,7,231.95,22571,0
3,gasoline,190,96,1,65,278.8,22595,0
7,lpg,20,92,12.3,16,236.6,22593,1
7,lpg,160,97,3.4,44,283.35,22633,0
1,gasoline,100,106,0,70,312.3,22632,0
4,kerosene,10,108,15.2,19,315.4,22423,1
4,gasoline,70,107,,22,293.85,22411,1
4,kerosene,110,89,6.5,13,227.95,22738,0
3,thinner,40,80,4.5,2,240,21621,1
3,thinner,180,102,3.6,36,286.1,22960,0
2,gasoline,130,88,5.3,7,254.4,22082,1
5,thinner,20,100,9.6,5,288,47563A,1
5,gasoline,130,96,0,68,291.8,84558A,0
7,lpg,20,90,15.2,38,246.5,21592,1
4,thinner,110,106,8.1,36,319.3,20878,0
1,thinner,30,86,10,13,267.3,84347,1
5,kerosene,190,95,2.2,33,287.25,84347,0
5,gasoline,150,92,4.9,16,281.6,21577,0
3,thinner,90,96,2.1,67,272.8,22909,0
3,thinner,40,89,10.9,14,257.95,22087,1
5,gasoline,90,90,8.9,8,236.5,22651,1
1,kerosene,10,96,3.2,68,252.8,22713,1
4,kerosene,180,93,2.2,12,275.15,22910,0
4,gasoline,170,76,0,1,228.8,21370,0
4,gasoline,80,106,10.6,22,295.3,21367,1
4,kerosene,20,93,11.5,14,275.15,22376,1
5,thinner,170,91,2.2,8,235.05,22961,0
3,kerosene,60,106,12.5,24,315.3,21895,1
2,kerosene,40,107,14.9,45,275.85,22468,1
1,gasoline,160,105,1.5,65,294.75,21034,0
1,thinner,40,107,14.4,34,301.85,22372,1
1,thinner,180,94,3.4,40,278.7,22867,0
4,kerosene,40,89,13.1,21,229.95,22144,1
5,thinner,150,90,6,15,274.5,21190,0
3,gasoline,10,109,14.9,34,279.95,21894,1
1,gasoline,130,90,5.6,17,276.5,70007,1
7,lpg,120,94,6,5,280.7,22940,1
3,thinner,140,104,4.4,48,271.2,70007,0
2,kerosene,,93,4,22,280.15,84347,0
1,kerosene,120,102,7,40,282.1,22150,0
2,gasoline,100,103,7.5,25,277.65,22149,1
1,kerosene,80,102,0,72,274.1,22144,0
2,gasoline,190,95,2.9,34,283.25,21622,0
3,gasoline,190,96,2.9,26,278.8,46000M,0
3,thinner,60,108,14.5,35,324.4,22630,1
5,kerosene,20,91,15,35,248.05,22616,1
5,gasoline,60,102,0,70,264.1,22712,0
5,thinner,60,103,4.4,65,290.65,22983,0
5,kerosene,190,96,0,68,251.8,22024,0
3,kerosene,80,106,12.3,33,285.3,22113,1
3,kerosene,150,94,3.1,50,264.7,84029E,0
2,gasoline,150,93,6.3,14,250.15,21488,1
2,thinner,100,89,4.9,12,274.95,22900,1
3,thinner,120,84,2.5,3,230.2,22895,0
4,thinner,190,92,2.7,17,245.6,21035,0
5,gasoline,70,106,13,34,305.3,21755,1
3,kerosene,40,86,7.4,3,252.3,21754,1
3,kerosene,50,107,14.4,45,312.85,84879,1
2,kerosene,10,96,3.2,68,282.8,22784,1
5,thinner,30,112,16,46,302.6,21441,1
5,gasoline,120,104,7.9,28,301.2,85123A,1
4,thinner,180,88,3.3,6,249.4,22423,0
1,gasoline,180,92,3.2,23,274.6,84947,0
7,lpg,120,96,1.9,66,280.8,21326,0
1,kerosene,70,86,9.5,5,255.3,22960,1
7,lpg,80,106,12.2,30,282.3,22865,1
3,gasoline,170,94,4.3,24,245.7,22485,0
4,thinner,80,106,10.6,22,295.3,22807,1
1,thinner,140,93,5.6,33,267.15,22633,1
5,thinner,100,92,5.6,21,236.6,22866,0
1,thinner,70,107,10.7,22,293.85,21794,1
1,thinner,160,93,3.9,18,237.15,20707,1
4,gasoline,140,106,4.3,36,318.3,21175,0
1,thinner,120,84,2.5,3,223.2,22926,0
5,gasoline,150,85,4.8,5,258.75,22588,0
3,thinner,70,105,12.2,47,279.75,21292,1
3,kerosene,140,93,5.7,30,272.15,21890,0
1,thinner,180,97,0,68,267.35,22632,0
5,kerosene,40,107,14.4,47,290.85,22633,1
6,lpg,50,92,13.6,40,275.6,22670,1
6,lpg,150,85,3.7,3,264.75,21867,0
2,thinner,130,108,0,75,312.4,22760,0
2,gasoline,20,90,11,6,236.5,22107,1
1,thinner,100,95,3.4,60,267.25,22470,1
4,kerosene,130,96,6.3,27,258.8,21486,0
3,gasoline,20,106,13.2,20,294.3,22151,1
6,lpg,110,96,1.5,67,265.8,22643,0
2,thinner,100,103,9.9,42,279.65,22642,1
7,lpg,160,92,3.4,16,280.6,22604,1
5,kerosene,10,105,13.8,16,299.75,22099,1
5,thinner,180,80,1.4,2,218,22553,0
3,gasoline,80,87,7.7,4,246.85,22551,0
3,thinner,10,103,14.9,35,272.65,22653,1
4,kerosene,90,95,6.4,60,282.25,22557,0
5,gasoline,30,96,0,72,262.8,22906,0
4,gasoline,100,103,7.5,25,288.65,22754,1
5,thinner,90,106,12.6,32,275.3,22938,0
6,lpg,150,105,4.3,42,312.75,22812,0
2,kerosene,190,102,2.6,46,287.1,22919,0
2,kerosene,50,94,6.4,55,241.7,22917,1
7,lpg,140,91,4.3,23,277.05,22920,1
2,gasoline,170,92,4,34,267.6,22921,0
1,thinner,40,90,12.5,24,254.5,22918,1
6,lpg,70,95,11.2,23,262.25,22916,1
1,gasoline,50,108,14.5,36,306.4,85123A,1
1,gasoline,120,87,7,7,255.85,22575,0
6,lpg,170,108,0,70,298.4,21804,0
4,thinner,90,110,12.2,38,316.5,21584,0
7,lpg,80,90,10.6,14,249.5,21588,1
5,thinner,80,96,0,75,267.8,22152,0
7,lpg,180,101,3.2,42,307.55,22441,0
5,gasoline,170,92,3.3,14,283.6,22955,0
3,gasoline,180,101,3.2,42,294.55,22956,0
6,lpg,140,91,5.2,24,263.05,22582,1
2,gasoline,50,104,12,18,303.2,22583,1
4,kerosene,110,100,7,17,294,22241,0
2,kerosene,50,82,3.2,2,233.1,22904,0
4,kerosene,100,105,4.4,55,277.75,22905,0
5,gasoline,110,,6,18,279.55,22197,1
2,thinner,120,96,2.2,65,276.8,22092,0
3,gasoline,120,103,8.2,34,264.65,22469,1
4,kerosene,50,104,4,65,303.2,22100,1
2,thinner,120,90,4.2,12,271.5,22096,1
2,gasoline,190,100,2.7,36,279,22583,0
1,gasoline,160,94,6.5,27,277.7,21358,1
3,thinner,180,90,2.8,7,236.5,21123,0
4,thinner,140,92,6,14,278.6,21124,0
6,lpg,120,92,3.8,10,284.6,21122,1
2,kerosene,160,90,3.2,21,259.5,84378,0
3,kerosene,120,89,9,14,240.95,21985,1
2,kerosene,110,90,5,9,234.5,21427,1
1,thinner,150,89,3.4,19,237.95,21034,1
4,gasoline,90,104,10,50,274.2,21930,0
4,gasoline,130,96,4.2,23,251.8,20772,1
5,gasoline,170,94,3.7,32,269.7,22469,0
1,thinner,160,94,1.9,55,248.7,71406C,0
2,thinner,20,88,13.3,27,233.4,84985A,1
3,kerosene,170,92,3.6,19,280.6,20754,0
5,kerosene,140,93,5.4,32,287.15,84596E,0
1,gasoline,110,106,9.2,24,271.3,21111,1
2,thinner,190,104,0,75,284.2,22501,0
7,lpg,130,96,0,68,268.8,22854,0
3,kerosene,60,90,10.6,7,268.5,84997D,1
4,thinner,90,90,10.4,14,262.5,47599A,1
3,gasoline,110,106,8.1,36,303.3,47599B,1
6,lpg,80,88,7.7,11,274.4,22749,1
4,kerosene,140,93,4.3,47,263.15,20972,0
4,gasoline,80,88,9.5,6,273.4,22569,1
3,thinner,130,104,7,33,288.2,21041,0
5,gasoline,50,106,14.1,32,314.3,21664,1
1,thinner,140,91,5.2,24,269.05,84969,1
3,kerosene,100,90,9.9,15,246.5,22907,1
1,kerosene,170,92,4.2,23,282.6,22865,0
4,kerosene,150,93,2.7,12,286.15,22866,0
6,lpg,190,91,1.9,8,243.05,22632,0
7,lpg,10,93,15.4,52,287.15,22776,1
3,thinner,80,104,11.3,23,298.2,22338,1
3,thinner,160,74,0,1,224.7,21810,0
2,thinner,40,88,12,19,254.4,22449,1
2,kerosene,10,110,15.2,36,317.5,21197,1
5,kerosene,10,108,15.2,19,301.4,85231G,1
1,kerosene,120,105,7.2,38,280.75,21121,0
3,kerosene,120,105,5,22,306.75,22151,1
4,gasoline,130,103,5.6,40,271.65,84836,0
6,lpg,170,97,0,72,284.35,21326,0
1,gasoline,40,94,13.9,51,278.7,85035B,1
5,kerosene,60,108,14.5,35,293.4,84968C,1
7,lpg,190,97,2.6,28,288.35,85231B,0
5,gasoline,100,105,9,32,287.75,22739,1
1,gasoline,110,87,6.7,4,243.85,37370,0
3,gasoline,110,104,7.3,23,290.2,22941,1
4,gasoline,160,90,4.4,15,264.5,21098,0
5,gasoline,140,95,3.4,50,292.25,22151,0
2,gasoline,160,90,,7,263.5,84836,1
5,gasoline,110,104,8.5,25,289.2,20914,1
3,gasoline,20,87,7.8,4,261.85,22749,1
2,gasoline,100,87,8.5,17,261.85,21190,1
5,thinner,180,92,2.2,10,234.6,84997C,0
2,kerosene,130,95,3.4,60,243.25,21810,0
4,thinner,110,108,7.8,38,291.4,21192,0
3,gasoline,170,96,0,67,289.8,85014A,0
4,kerosene,20,106,13.8,25,275.3,21124,1
2,kerosene,70,105,11.6,24,293.75,72800B,1
6,lpg,10,108,15.4,22,324.4,84563A,1
4,gasoline,140,92,6,27,234.6,22107,1
1,gasoline,130,105,5.6,35,270.75,47504H,1
7,lpg,150,95,3.2,52,279.25,21121,0
5,gasoline,70,103,10.6,50,270.65,21122,1
1,gasoline,40,104,0,75,308.2,21742,0
4,kerosene,30,110,15.2,38,324.5,22566,1
1,gasoline,10,90,11.8,6,231.5,21664,1
5,kerosene,90,89,8.5,9,234.95,22632,1
3,gasoline,110,106,6.8,45,318.3,21122,0
3,thinner,190,94,2.9,14,242.7,22481,0
1,thinner,110,89,8.1,6,252.95,85099B,1
3,gasoline,160,96,0,67,287.8,21931,0
6,lpg,170,94,3.3,16,281.7,22943,1
1,thinner,180,93,3.6,24,267.15,22468,0
3,kerosene,140,91,4,21,252.05,22149,0
5,kerosene,10,103,14.9,35,297.65,21485,1
1,thinner,70,106,12.6,32,288.3,21259,1
4,gasoline,180,90,2.8,7,229.5,22969,0
7,lpg,100,95,5.7,50,291.25,22699,0
6,lpg,140,102,5.2,34,308.1,22217,1
6,lpg,80,80,3.2,2,211,22227,0
5,gasoline,90,106,12.5,35,305.3,22219,1
4,gasoline,110,105,6.8,47,311.75,22111,0
4,thinner,150,105,4.3,36,281.75,22294,0
4,thinner,100,104,0,68,267.2,21111,0
5,thinner,90,105,11.5,26,295.75,21106,1
2,gasoline,150,92,4.8,25,235.6,21107,1
2,thinner,120,106,7.7,27,297.3,22697,1
2,gasoline,130,92,4.6,11,238.6,21826,1
1,thinner,100,104,6.5,22,285.2,21791,1
2,kerosene,50,90,10.3,10,243.5,22548,1
6,lpg,130,96,4.2,23,266.8,22149,1
4,gasoline,60,108,14.6,38,322.4,17164B,1
4,thinner,180,93,4,33,246.15,,0
4,thinner,100,104,7.5,26,283.2,22429,1
3,thinner,60,87,8.6,4,254.85,22428,1
1,thinner,30,89,10.7,14,231.95,20974,1
2,kerosene,170,94,4.3,24,254.7,20973,0
3,thinner,100,88,7.8,13,265.4,15044B,1
1,thinner,120,91,4,8,262.05,21324,1
7,lpg,190,96,0,66,275.8,20750,0
2,thinner,50,100,2.8,66,260,21135,0
6,lpg,100,89,4.9,12,266.95,22173,1
3,kerosene,110,92,4.9,10,283.6,22626,1
4,kerosene,30,87,12,21,245.85,22625,1
4,thinner,90,105,10.6,22,291.75,22624,1
